Timestamp [ms],CPU usage [MHZ]
2013-08-12 13:40:46,10912.027692426667
2013-08-12 13:45:46,10890.57036232
2013-08-12 13:50:46,10434.11443096
2013-08-12 13:55:46,10539.450415120002
2013-08-12 14:00:46,10951.041019893331
2013-08-12 14:05:46,10913.9783588
2013-08-12 14:10:46,10855.4583676
2013-08-12 14:15:46,10157.11980594667
2013-08-12 14:20:46,10477.029091173334
2013-08-12 14:25:46,11128.551659866667
2013-08-12 14:30:46,11031.0183412
2013-08-12 14:35:46,6485.965691333334
2013-08-12 14:40:46,85.82932042666667
2013-08-12 14:45:46,70.22398944000001
2013-08-12 14:50:46,76.07598856
2013-08-12 14:55:46,68.27332306666668
2013-08-12 15:00:46,62.42132394666667
2013-08-12 15:05:46,72.17465581333335
2013-08-12 15:10:46,78.02665493333335
2013-08-12 15:15:46,68.27332306666668
2013-08-12 15:20:46,68.27332306666668
2013-08-12 15:25:46,68.27332306666668
2013-08-12 15:30:46,76.07598856
2013-08-12 15:35:46,68.27332306666668
2013-08-12 15:40:46,64.37199032000001
2013-08-12 15:45:46,64.37199032000001
2013-08-12 15:50:47,58.51999120000001
2013-08-12 15:55:47,66.32265669333334
2013-08-12 16:00:47,64.37199032000001
2013-08-12 16:05:47,58.51999120000001
2013-08-12 16:10:47,62.42132394666667
2013-08-12 16:15:47,66.32265669333334
2013-08-12 16:20:47,58.51999120000001
2013-08-12 16:25:47,64.37199032000001
2013-08-12 16:30:47,64.37199032000001
2013-08-12 16:35:47,64.37199032000001
2013-08-12 16:40:47,72.17465581333335
2013-08-12 16:45:47,70.22398944000001
2013-08-12 16:50:47,58.51999120000001
2013-08-12 16:55:47,64.37199032000001
2013-08-12 17:00:47,66.32265669333334
2013-08-12 17:05:47,60.47065757333333
2013-08-12 17:10:47,66.32265669333334
2013-08-12 17:15:47,74.12532218666666
2013-08-12 17:20:47,58.51999120000001
2013-08-12 17:25:47,72.17465581333335
2013-08-12 17:30:47,68.27332306666668
2013-08-12 17:35:47,62.42132394666667
2013-08-12 17:40:47,70.22398944000001
2013-08-12 17:45:47,74.12532218666666
2013-08-12 17:50:47,70.22398944000001
2013-08-12 17:55:47,74.12532218666666
2013-08-12 18:00:47,83.87865405333334
2013-08-12 18:05:47,60.47065757333333
2013-08-12 18:10:47,64.37199032000001
2013-08-12 18:15:47,70.22398944000001
2013-08-12 18:20:47,70.22398944000001
2013-08-12 18:25:47,62.42132394666667
2013-08-12 18:30:47,66.32265669333334
2013-08-12 18:35:47,70.22398944000001
2013-08-12 18:40:47,68.27332306666668
2013-08-12 18:45:47,76.07598856
2013-08-12 18:50:47,66.32265669333334
2013-08-12 18:55:47,58.51999120000001
2013-08-12 19:00:47,70.22398944000001
2013-08-12 19:05:47,64.37199032000001
2013-08-12 19:10:47,64.37199032000001
2013-08-12 19:15:47,72.17465581333335
2013-08-12 19:20:47,118.99064877333336
2013-08-12 19:25:47,70.22398944000001
2013-08-12 19:30:47,72.17465581333335
2013-08-12 19:35:47,76.07598856
2013-08-12 19:40:47,60.47065757333333
2013-08-12 19:45:47,74.12532218666666
2013-08-12 19:50:47,70.22398944000001
2013-08-12 19:55:47,62.42132394666667
2013-08-12 20:00:47,66.32265669333334
2013-08-12 20:05:47,66.32265669333334
2013-08-12 20:10:48,68.27332306666668
2013-08-12 20:15:48,70.22398944000001
2013-08-12 20:20:48,68.27332306666668
2013-08-12 20:25:48,70.22398944000001
2013-08-12 20:30:48,68.27332306666668
2013-08-12 20:35:48,81.92798768
2013-08-12 20:40:48,64.37199032000001
2013-08-12 20:45:48,79.97732130666667
2013-08-12 20:50:48,79.97732130666667
2013-08-12 20:55:48,62.42132394666667
2013-08-12 21:00:48,66.32265669333334
2013-08-12 21:05:48,78.02665493333335
2013-08-12 21:10:48,70.22398944000001
2013-08-12 21:15:48,64.37199032000001
2013-08-12 21:20:48,74.12532218666666
2013-08-12 21:25:48,60.47065757333333
2013-08-12 21:30:48,60.47065757333333
2013-08-12 21:35:48,64.37199032000001
2013-08-12 21:40:48,64.37199032000001
2013-08-12 21:45:48,72.17465581333335
2013-08-12 21:50:48,62.42132394666667
2013-08-12 21:55:48,62.42132394666667
2013-08-12 22:00:48,72.17465581333335
2013-08-12 22:05:48,76.07598856
2013-08-12 22:10:48,68.27332306666668
2013-08-12 22:15:48,60.47065757333333
2013-08-12 22:20:48,78.02665493333335
2013-08-12 22:25:48,64.37199032000001
2013-08-12 22:30:48,60.47065757333333
2013-08-12 22:35:48,70.22398944000001
2013-08-12 22:40:48,68.27332306666668
2013-08-12 22:45:48,66.32265669333334
2013-08-12 22:50:48,66.32265669333334
2013-08-12 22:55:48,66.32265669333334
2013-08-12 23:00:48,62.42132394666667
2013-08-12 23:05:49,72.17465581333335
2013-08-12 23:10:49,70.22398944000001
2013-08-12 23:15:49,62.42132394666667
2013-08-12 23:20:49,68.27332306666668
2013-08-12 23:25:49,66.32265669333334
2013-08-12 23:30:49,62.42132394666667
2013-08-12 23:35:49,70.22398944000001
2013-08-12 23:40:49,79.97732130666667
2013-08-12 23:45:49,68.27332306666668
2013-08-12 23:50:49,64.37199032000001
2013-08-12 23:55:49,70.22398944000001
2013-08-13 00:00:49,60.47065757333333
2013-08-13 00:05:49,66.32265669333334
2013-08-13 00:10:49,72.17465581333335
2013-08-13 00:15:49,58.51999120000001
2013-08-13 00:20:49,66.32265669333334
2013-08-13 00:25:49,64.37199032000001
2013-08-13 00:30:49,66.32265669333334
2013-08-13 00:35:49,70.22398944000001
2013-08-13 00:40:49,74.12532218666666
2013-08-13 00:45:49,62.42132394666667
2013-08-13 00:50:49,62.42132394666667
2013-08-13 00:55:49,68.27332306666668
2013-08-13 01:00:49,62.42132394666667
2013-08-13 01:05:49,70.22398944000001
2013-08-13 01:10:49,74.12532218666666
2013-08-13 01:15:49,64.37199032000001
2013-08-13 01:20:49,62.42132394666667
2013-08-13 01:25:49,64.37199032000001
2013-08-13 01:30:49,64.37199032000001
2013-08-13 01:35:49,60.47065757333333
2013-08-13 01:40:49,134.59597975999998
2013-08-13 01:45:49,76.07598856
2013-08-13 01:50:49,68.27332306666668
2013-08-13 01:55:49,72.17465581333335
2013-08-13 02:00:50,66.32265669333334
2013-08-13 02:05:50,66.32265669333334
2013-08-13 02:10:50,74.12532218666666
2013-08-13 02:15:50,68.27332306666668
2013-08-13 02:20:50,60.47065757333333
2013-08-13 02:25:50,76.07598856
2013-08-13 02:30:50,78.02665493333335
2013-08-13 02:35:50,72.17465581333335
2013-08-13 02:40:50,76.07598856
2013-08-13 02:45:50,74.12532218666666
2013-08-13 02:50:50,62.42132394666667
2013-08-13 02:55:50,76.07598856
2013-08-13 03:00:49,70.22398944000001
2013-08-13 03:05:49,68.27332306666668
2013-08-13 03:10:49,72.17465581333335
2013-08-13 03:15:49,68.27332306666668
2013-08-13 03:20:49,62.42132394666667
2013-08-13 03:25:49,64.37199032000001
2013-08-13 03:30:50,72.17465581333335
2013-08-13 03:35:50,60.47065757333333
2013-08-13 03:40:50,72.17465581333335
2013-08-13 03:45:50,68.27332306666668
2013-08-13 03:50:50,62.42132394666667
2013-08-13 03:55:50,72.17465581333335
2013-08-13 04:00:50,72.17465581333335
2013-08-13 04:05:50,68.27332306666668
2013-08-13 04:10:50,72.17465581333335
2013-08-13 04:15:50,78.02665493333335
2013-08-13 04:20:50,62.42132394666667
2013-08-13 04:25:50,58.51999120000001
2013-08-13 04:30:50,66.32265669333334
2013-08-13 04:35:50,62.42132394666667
2013-08-13 04:40:50,62.42132394666667
2013-08-13 04:45:50,62.42132394666667
2013-08-13 04:50:50,66.32265669333334
2013-08-13 04:55:50,58.51999120000001
2013-08-13 05:00:50,64.37199032000001
2013-08-13 05:05:50,62.42132394666667
2013-08-13 05:10:50,62.42132394666667
2013-08-13 05:15:50,74.12532218666666
2013-08-13 05:20:50,66.32265669333334
2013-08-13 05:25:50,58.51999120000001
2013-08-13 05:30:50,66.32265669333334
2013-08-13 05:35:50,68.27332306666668
2013-08-13 05:40:50,60.47065757333333
2013-08-13 05:45:50,64.37199032000001
2013-08-13 05:50:50,68.27332306666668
2013-08-13 05:55:50,60.47065757333333
2013-08-13 06:00:51,68.27332306666668
2013-08-13 06:05:51,72.17465581333335
2013-08-13 06:10:51,60.47065757333333
2013-08-13 06:15:51,66.32265669333334
2013-08-13 06:20:51,68.27332306666668
2013-08-13 06:25:51,64.37199032000001
2013-08-13 06:30:51,72.17465581333335
2013-08-13 06:35:51,72.17465581333335
2013-08-13 06:40:51,81.92798768
2013-08-13 06:45:51,66.32265669333334
2013-08-13 06:50:51,72.17465581333335
2013-08-13 06:55:51,60.47065757333333
2013-08-13 07:00:51,76.07598856
2013-08-13 07:05:51,72.17465581333335
2013-08-13 07:10:51,62.42132394666667
2013-08-13 07:15:51,64.37199032000001
2013-08-13 07:20:51,60.47065757333333
2013-08-13 07:25:51,62.42132394666667
2013-08-13 07:30:51,62.42132394666667
2013-08-13 07:35:51,72.17465581333335
2013-08-13 07:40:51,64.37199032000001
2013-08-13 07:45:51,62.42132394666667
2013-08-13 07:50:51,64.37199032000001
2013-08-13 07:55:51,64.37199032000001
2013-08-13 08:00:51,66.32265669333334
2013-08-13 08:05:51,70.22398944000001
2013-08-13 08:10:51,66.32265669333334
2013-08-13 08:15:51,64.37199032000001
2013-08-13 08:20:51,64.37199032000001
2013-08-13 08:25:51,66.32265669333334
2013-08-13 08:30:51,64.37199032000001
2013-08-13 08:35:51,74.12532218666666
2013-08-13 08:40:51,70.22398944000001
2013-08-13 08:45:51,62.42132394666667
2013-08-13 08:50:51,72.17465581333335
2013-08-13 08:55:51,70.22398944000001
2013-08-13 09:00:51,66.32265669333334
2013-08-13 09:05:52,83.87865405333334
2013-08-13 09:10:52,72.17465581333335
2013-08-13 09:15:52,60.47065757333333
2013-08-13 09:20:52,76.07598856
2013-08-13 09:25:52,66.32265669333334
2013-08-13 09:30:52,58.51999120000001
2013-08-13 09:35:52,76.07598856
2013-08-13 09:40:52,66.32265669333334
2013-08-13 09:45:52,58.51999120000001
2013-08-13 09:50:52,68.27332306666668
2013-08-13 09:55:52,79.97732130666667
2013-08-13 10:00:52,70.22398944000001
2013-08-13 10:05:52,66.32265669333334
2013-08-13 10:10:52,66.32265669333334
2013-08-13 10:15:52,60.47065757333333
2013-08-13 10:20:52,62.42132394666667
2013-08-13 10:25:52,66.32265669333334
2013-08-13 10:30:52,62.42132394666667
2013-08-13 10:35:52,1347.9104639733334
2013-08-13 10:40:52,3589.226126933333
2013-08-13 10:45:52,62.42132394666667
2013-08-13 10:50:52,68.27332306666668
2013-08-13 10:55:52,74.12532218666666
2013-08-13 11:00:52,64.37199032000001
2013-08-13 11:05:52,64.37199032000001
2013-08-13 11:10:52,70.22398944000001
2013-08-13 11:15:52,64.37199032000001
2013-08-13 11:20:53,58.51999120000001
2013-08-13 11:25:53,1088.4718363200002
2013-08-13 11:30:53,6552.288348026666
2013-08-13 11:35:53,1014.3465141333334
2013-08-13 11:40:53,66.32265669333334
2013-08-13 11:45:53,66.32265669333334
2013-08-13 11:50:53,62.42132394666667
2013-08-13 11:55:53,70.22398944000001
2013-08-13 12:00:53,66.32265669333334
2013-08-13 12:05:52,64.37199032000001
2013-08-13 12:10:52,68.27332306666668
2013-08-13 12:15:52,64.37199032000001
2013-08-13 12:20:52,68.27332306666668
2013-08-13 12:25:52,70.22398944000001
2013-08-13 12:30:52,72.17465581333335
2013-08-13 12:35:52,4913.728594426666
2013-08-13 12:40:52,11075.88366778667
2013-08-13 12:45:52,11042.72233944
2013-08-13 12:50:52,10982.25168186667
2013-08-13 12:55:52,10642.835732906668
2013-08-13 13:00:53,10531.647749626669
2013-08-13 13:05:53,11056.377004053333
2013-08-13 13:10:53,11029.067674826669
2013-08-13 13:15:53,10896.42236144
2013-08-13 13:20:53,10129.81047672
2013-08-13 13:25:53,11042.72233944
2013-08-13 13:30:53,11029.067674826669
2013-08-13 13:35:53,10988.10368098667
2013-08-13 13:40:53,10730.615719706668
2013-08-13 13:45:53,10356.087776026669
2013-08-13 13:50:53,11073.933001413334
2013-08-13 13:55:53,11042.72233944
2013-08-13 14:00:53,10945.189020773332
2013-08-13 14:05:53,10194.18246704
2013-08-13 14:10:53,11085.636999653334
2013-08-13 14:15:53,11062.229003173334
2013-08-13 14:20:53,10993.955680106668
2013-08-13 14:25:53,9298.82660168
2013-08-13 14:30:53,4500.187323280001
2013-08-13 14:35:53,83.87865405333334
2013-08-13 14:40:53,72.17465581333335
2013-08-13 14:45:53,76.07598856
2013-08-13 14:50:53,66.32265669333334
2013-08-13 14:55:53,68.27332306666668
2013-08-13 15:00:53,76.07598856
2013-08-13 15:05:53,72.17465581333335
2013-08-13 15:10:53,62.42132394666667
2013-08-13 15:15:54,62.42132394666667
2013-08-13 15:20:54,70.22398944000001
2013-08-13 15:25:54,64.37199032000001
2013-08-13 15:30:54,72.17465581333335
2013-08-13 15:35:54,66.32265669333334
2013-08-13 15:40:54,786.1185484533333
2013-08-13 15:45:54,10865.211699466669
2013-08-13 15:50:54,11068.081002293336
2013-08-13 15:55:54,11007.61034472
2013-08-13 16:00:54,10902.274360560004
2013-08-13 16:05:54,10211.7384644
2013-08-13 16:10:54,11103.192997013331
2013-08-13 16:15:54,11077.83433416
2013-08-13 16:20:54,11005.659678346668
2013-08-13 16:25:54,10789.135710906668
2013-08-13 16:30:54,10424.361099093334
2013-08-13 16:35:54,11128.551659866667
2013-08-13 16:40:54,11048.574338560002
2013-08-13 16:45:54,10966.646350880004
2013-08-13 16:50:54,10352.18644328
2013-08-13 16:55:54,10843.754369360002
2013-08-13 17:00:55,11101.24233064
2013-08-13 17:05:55,11070.031668666668
2013-08-13 17:10:55,10951.041019893331
2013-08-13 17:15:55,10122.007811226667
2013-08-13 17:20:55,11114.896995253332
2013-08-13 17:25:55,11095.39033152
2013-08-13 17:30:55,11042.72233944
2013-08-13 17:35:55,10906.175693306666
2013-08-13 17:40:55,10289.765119333331
2013-08-13 17:45:55,11134.403658986668
2013-08-13 17:50:55,11085.636999653334
2013-08-13 17:55:55,11023.215675706668
